id_cliente,genero,regiao,faixa_etaria,renda_mensal,score_bureau,tempo_emprego_meses,y_real,score_modelo_v1,pred_v1,score_modelo_v2,pred_v2,obs_internas
C01893,F,Nordeste,41-60,6999.36,582,129,0,0.671055,1,0.517553,1,
C01894,M,Sudeste,18-25,1000.0,619,0,0,0.073766,0,0.225825,0,
C01895,F,Sudeste,26-40,2650.99,560,43,0,0.211387,0,0.344571,0,
C01896,M,Sudeste,60+,1869.81,570,199,1,0.780109,1,0.363002,0,
C01897,F,Nordeste,18-25,2376.9,781,33,1,0.524876,1,0.737738,1,
C01898,F,Sul,41-60,3325.23,566,146,0,0.686697,1,0.461835,0,
C01899,M,Sul,26-40,2113.63,708,130,1,0.852942,1,0.75127,1,
C01900,F,Nordeste,26-40,4921.84,755,73,0,0.844745,1,0.885556,1,
C01901,M,Sudeste,26-40,2663.25,763,84,1,0.814698,1,0.833018,1,
C01902,M,Sul,26-40,2467.9,551,55,0,0.168713,0,0.24552,0,
C01903,F,Sudeste,41-60,2215.51,562,116,0,0.485141,0,0.363641,0,
C01904,F,Nordeste,18-25,1505.1,652,0,1,0.18642,0,0.469619,0,
C01905,F,Sudeste,41-60,1942.05,601,102,1,0.563897,1,0.496744,0,
C01906,M,Nordeste,18-25,1000.0,613,67,1,0.22556,0,0.268594,0,
C01907,M,Sudeste,18-25,2433.29,624,0,1,0.05675,0,0.18545,0,
C01908,F,Sudeste,41-60,10795.96,698,179,1,0.98183,1,0.937101,1,
C01909,M,Sul,41-60,3282.46,501,162,0,0.485012,0,0.216574,0,
C01910,M,Nordeste,26-40,4701.23,750,106,1,0.952166,1,0.943361,1,
C01911,F,Sul,41-60,5194.66,655,114,1,0.846848,1,0.796675,1,
C01912,M,Sul,26-40,9291.91,763,88,1,0.961104,1,0.967156,1,
C01913,F,Sul,41-60,2673.7,576,163,1,0.790957,1,0.527136,1,
C01914,F,Norte,60+,2705.96,520,207,0,0.554949,1,0.144669,0,
C01915,M,Sudeste,18-25,1000.0,656,41,0,0.112769,0,0.190541,0,
C01916,F,Nordeste,18-25,1445.16,614,4,0,0.101675,0,0.276195,0,
C01917,M,Sul,60+,3471.16,602,184,0,0.882289,1,0.621437,1,
C01918,F,Sudeste,26-40,3406.72,587,0,0,0.179877,0,0.468832,0,
C01919,F,Centro-Oeste,26-40,6420.5,867,66,1,0.940474,1,0.964567,1,
C01920,M,Norte,26-40,1839.71,565,77,0,0.245528,0,0.265224,0,
C01921,F,Norte,26-40,5344.09,654,47,1,0.573948,1,0.734766,1,
C01922,M,Sul,26-40,1763.63,526,58,0,0.260431,0,0.340253,0,
C01923,F,Nordeste,41-60,5201.53,693,93,0,0.855916,1,0.856931,1,
C01924,M,Sudeste,18-25,1904.76,491,10,0,0.061621,0,0.169299,0,
C01925,M,Nordeste,41-60,4333.95,621,211,1,0.95664,1,0.764294,1,
C01926,F,Sudeste,41-60,2658.67,625,119,1,0.541846,1,0.405746,0,
C01927,M,Nordeste,18-25,1336.75,573,11,0,0.113137,0,0.282379,0,
C01928,M,Nordeste,18-25,1000.0,504,0,0,0.031738,0,0.101729,0,
C01929,M,Sudeste,41-60,8306.77,775,208,1,0.988624,1,0.938872,1,
C01930,F,Sul,26-40,3489.6,676,78,0,0.709223,1,0.749013,1,
C01931,F,Nordeste,26-40,1818.91,688,47,0,0.291781,0,0.426635,0,
C01932,F,Centro-Oeste,26-40,2324.62,477,49,0,0.048355,0,0.075494,0,
C01933,F,Sudeste,41-60,2029.2,587,77,1,0.155982,0,0.16592,0,
C01934,F,Sudeste,26-40,3089.98,553,39,1,0.179019,0,0.315251,0,
C01935,F,Nordeste,26-40,6805.05,795,78,1,0.916822,1,0.938325,1,
C01936,M,Sudeste,18-25,6734.48,741,46,1,0.816512,1,0.908438,1,
C01937,M,Sudeste,41-60,2950.75,767,162,1,0.953635,1,0.872516,1,
C01938,M,Nordeste,18-25,2278.33,664,63,0,0.523969,1,0.620405,1,
C01939,M,Sul,41-60,2395.41,596,145,0,0.730553,1,0.515324,1,
C01940,M,Norte,18-25,1569.96,584,0,1,0.075379,0,0.234012,0,
C01941,M,Centro-Oeste,41-60,8315.06,818,231,1,0.994577,1,0.956287,1,
C01942,M,Nordeste,41-60,2164.24,515,133,0,0.432857,0,0.256141,0,
C01943,F,Nordeste,26-40,2893.15,602,36,1,0.126174,0,0.236613,0,
C01944,F,Sudeste,18-25,2770.29,778,50,0,0.873785,1,0.931627,1,
C01945,M,Sudeste,26-40,7394.8,636,55,0,0.634819,1,0.762611,1,
C01946,M,Sudeste,41-60,3125.7,866,135,1,0.985035,1,0.972631,1,
C01947,F,Nordeste,41-60,2644.64,340,55,0,0.022372,0,0.030588,0,
C01948,F,Sudeste,60+,3401.98,575,183,1,0.811497,1,0.485374,0,
C01949,M,Centro-Oeste,18-25,1163.79,484,0,0,0.034754,0,0.110981,0,
C01950,M,Centro-Oeste,26-40,2871.93,661,85,1,0.5605,1,0.576562,1,
C01951,F,Sudeste,18-25,1433.17,661,26,1,0.283089,0,0.502522,1,
C01952,F,Sul,18-25,1928.94,666,34,1,0.347126,0,0.552285,1,
C01953,F,Sudeste,26-40,2333.43,583,44,0,0.276957,0,0.425142,0,
C01954,F,Centro-Oeste,26-40,2650.82,595,0,0,0.097782,0,0.289399,0,
C01955,M,Sul,18-25,1020.52,501,26,0,0.033791,0,0.070718,0,
C01956,F,Sudeste,26-40,2400.03,593,9,1,0.208098,0,0.471177,0,
C01957,M,Sudeste,60+,4060.39,719,238,0,0.985697,1,0.873329,1,
C01958,M,Sudeste,60+,2079.01,565,181,0,0.768994,1,0.41743,0,
C01959,F,Sudeste,41-60,3947.05,611,154,1,0.773773,1,0.550669,1,
C01960,F,Sul,41-60,3394.26,713,157,1,0.942194,1,0.852623,1,
C01961,M,Norte,41-60,3136.76,694,136,1,0.909943,1,0.831135,1,
C01962,M,Sudeste,26-40,3594.34,604,22,0,0.24743,0,0.486072,0,
C01963,F,Sul,26-40,2208.41,614,53,0,0.407332,0,0.537638,1,
C01964,M,Sudeste,18-25,1512.93,615,48,0,0.354053,0,0.492593,0,
C01965,F,Nordeste,41-60,6785.75,659,151,1,0.852027,1,0.688903,1,
C01966,F,Sudeste,26-40,2160.42,627,45,1,0.337284,0,0.495503,0,
C01967,F,Nordeste,26-40,4766.32,629,13,0,0.339542,0,0.639281,1,
C01968,F,Sudeste,26-40,5284.7,726,54,1,0.79216,1,0.879043,1,
C01969,M,Sudeste,26-40,3620.58,711,91,1,0.838698,1,0.840918,1,
C01970,M,Sudeste,18-25,1827.85,599,14,0,0.178308,0,0.399467,0,
C01971,F,Sul,26-40,2869.44,756,65,1,0.867719,1,0.909865,1,
C01972,M,Sudeste,18-25,2669.29,454,0,1,0.030724,0,0.10446,0,
C01973,M,Nordeste,26-40,5544.13,627,64,1,0.566321,1,0.669873,1,
C01974,F,Sul,60+,4505.57,547,190,0,0.754018,1,0.366297,0,
C01975,F,Sudeste,41-60,2967.2,473,143,0,0.252734,0,0.110897,0,
C01976,M,Sudeste,26-40,4529.91,770,28,1,0.662892,1,0.851032,1,
C01977,F,Nordeste,26-40,5021.61,648,11,1,0.413483,0,0.717903,1,
C01978,F,Sudeste,18-25,2086.43,649,38,1,0.347072,0,0.536093,1,
C01979,F,Sudeste,26-40,6111.15,605,39,0,0.283366,0,0.464388,0,
C01980,F,Sudeste,26-40,3345.93,503,31,0,0.102301,0,0.211513,0,
C01981,F,Sudeste,26-40,2678.27,550,27,0,0.085966,0,0.18384,0,
C01982,M,Sudeste,41-60,7277.68,684,119,1,0.953376,1,0.933341,1,
C01983,M,Sudeste,26-40,3878.82,641,64,1,0.45978,0,0.563275,1,
C01984,M,Nordeste,41-60,9017.59,701,162,1,0.9639,1,0.904775,1,
C01985,F,Nordeste,18-25,1676.59,844,47,1,0.80165,1,0.891837,1,
C01986,F,Centro-Oeste,60+,1999.04,469,135,0,0.35637,0,0.190107,0,
C01987,F,Sudeste,26-40,3944.17,689,50,1,0.573686,1,0.713136,1,
C01988,F,Sudeste,26-40,5019.19,633,85,1,0.679658,1,0.701354,1,
C01989,F,Centro-Oeste,41-60,3938.3,545,49,0,0.27276,0,0.407511,0,
C01990,F,Norte,18-25,1000.0,455,0,0,0.005167,0,0.016378,0,
C01991,F,Sul,18-25,2020.51,777,31,0,0.597307,1,0.793147,1,
C01992,F,Sul,18-25,1000.0,429,0,0,0.008853,0,0.027484,0,
C01993,M,Nordeste,60+,2734.81,622,200,1,0.902583,1,0.608822,1,
C01994,F,Sul,26-40,1041.02,499,53,0,0.071164,0,0.10255,0,
C01995,M,Nordeste,41-60,8770.8,620,121,1,0.895154,1,0.847918,1,
C01996,F,Sudeste,41-60,2893.12,481,143,0,0.545375,1,0.317833,0,
C01997,M,Sudeste,26-40,4837.46,853,66,1,0.935664,1,0.960403,1,
C01998,F,Sudeste,26-40,3038.34,515,21,0,0.077248,0,0.179736,0,
C01999,F,Centro-Oeste,26-40,2364.08,659,36,1,0.421534,0,0.624372,1,
C02000,M,Norte,41-60,5090.2,595,163,1,0.89173,1,0.721942,1,
C02001,F,Sudeste,41-60,3478.74,681,130,0,0.793378,1,0.673511,1,
C02002,M,Sudeste,41-60,3706.12,619,142,1,0.782577,1,0.609027,1,
C02003,M,Nordeste,41-60,3348.69,549,71,0,0.409162,0,0.469346,0,
C02004,M,Sul,41-60,2001.65,554,101,0,0.112864,0,0.084162,0,
C02005,F,Sudeste,18-25,1247.66,628,13,0,0.071025,0,0.181728,0,
C02006,M,Nordeste,18-25,1149.57,568,31,1,0.071842,0,0.13993,0,
C02007,F,Sul,41-60,4225.43,667,148,1,0.8425,1,0.685761,1,
C02008,M,Sudeste,18-25,1205.67,500,34,0,0.044042,0,0.086073,0,
C02009,M,Nordeste,26-40,3291.43,578,69,1,0.239095,0,0.285349,0,
C02010,F,Sudeste,41-60,7791.03,643,96,1,0.800127,1,0.795553,1,
C02011,F,Sudeste,26-40,1694.21,498,41,0,0.06758,0,0.114972,0,
C02012,F,Sudeste,41-60,2599.93,633,168,1,0.891898,1,0.697471,1,
C02013,F,Sudeste,60+,3219.68,515,165,0,0.494683,0,0.207627,0,
C02014,F,Nordeste,26-40,4540.41,658,71,1,0.511664,1,0.592442,1,
C02015,M,Centro-Oeste,26-40,6661.93,618,20,1,0.365788,0,0.634304,1,
C02016,F,Norte,26-40,4583.11,662,38,0,0.578914,1,0.763568,1,
C02017,F,Sul,60+,4599.53,631,135,1,0.749093,1,0.584894,1,
C02018,F,Centro-Oeste,41-60,4232.54,499,151,0,0.462794,0,0.226459,0,
C02019,F,Sudeste,18-25,2999.91,697,0,1,0.438124,0,0.766374,1,
C02020,F,Nordeste,18-25,1787.08,558,0,0,0.054873,0,0.171252,0,
C02021,M,Sul,26-40,1724.99,640,114,1,0.505553,1,0.394334,0,
C02022,F,Sudeste,26-40,4966.34,677,55,1,0.67111,1,0.787893,1,
C02023,M,Sudeste,41-60,5949.16,686,191,1,0.967969,1,0.866448,1,
C02024,F,Sul,41-60,2040.61,426,117,0,0.233563,0,0.14421,0,
C02025,M,Sudeste,18-25,2587.45,587,10,0,0.195771,0,0.449157,0,
C02026,M,Sudeste,41-60,3434.72,554,121,1,0.596412,1,0.461691,0,
C02027,F,Sudeste,26-40,1819.39,374,0,0,0.004744,0,0.015243,0,
C02028,F,Sul,26-40,3778.45,673,77,1,0.63129,1,0.681572,1,
C02029,F,Norte,18-25,1000.0,664,0,1,0.123301,0,0.345135,0,
C02030,F,Nordeste,26-40,3942.87,667,91,1,0.781351,1,0.781666,1,
C02031,M,Sudeste,26-40,2277.19,552,68,0,0.383615,0,0.446415,0,
C02032,F,Nordeste,18-25,1724.86,431,20,0,0.026835,0,0.065595,0,
C02033,F,Sul,41-60,4710.1,669,128,1,0.936721,1,0.89345,1,
C02034,M,Nordeste,18-25,1654.28,625,71,1,0.500146,1,0.554856,1,
C02035,M,Nordeste,26-40,2347.19,579,135,0,0.528492,1,0.337652,0,
C02036,F,Centro-Oeste,18-25,4555.4,828,26,1,0.853367,1,0.947322,1,
C02037,M,Nordeste,26-40,3959.76,545,73,0,0.190727,0,0.219375,0,
C02038,M,Sudeste,41-60,3285.94,426,104,0,0.219414,0,0.166268,0,
C02039,F,Sudeste,41-60,2849.29,509,53,0,0.061572,0,0.092919,0,
C02040,M,Nordeste,60+,2936.91,567,236,0,0.895655,1,0.443517,0,
C02041,F,Sudeste,60+,3436.27,744,236,1,0.984155,1,0.858896,1,
C02042,M,Sudeste,18-25,1451.9,524,0,0,0.06395,0,0.197815,0,
C02043,M,Nordeste,26-40,1799.0,658,52,0,0.153476,0,0.229345,0,
C02044,F,Sudeste,41-60,5490.61,614,107,1,0.627908,1,0.555787,1,
C02045,F,Norte,26-40,3845.86,606,87,1,0.690191,1,0.697017,1,
C02046,F,Sudeste,41-60,3662.05,647,160,1,0.896749,1,0.741072,1,
C02047,M,Centro-Oeste,26-40,3693.43,630,72,0,0.648403,1,0.709046,1,
C02048,M,Sul,60+,2437.71,596,254,0,0.949454,1,0.566725,1,
C02049,M,Sul,26-40,3911.65,622,52,0,0.496012,0,0.641368,1,
C02050,M,Sudeste,18-25,1000.0,547,3,0,0.051356,0,0.154177,0,
C02051,F,Centro-Oeste,18-25,2176.6,572,0,0,0.130427,0,0.365215,0,
C02052,F,Sudeste,60+,3811.39,661,101,1,0.765709,1,0.735221,1,
C02053,M,Nordeste,26-40,2694.96,635,42,1,0.430741,0,0.610684,1,
C02054,M,Sul,41-60,7589.14,760,217,1,0.992765,1,0.953901,1,
C02055,F,Sul,18-25,2448.39,786,23,0,0.630904,1,0.836809,1,
C02056,F,Norte,26-40,3147.28,450,10,0,0.074245,0,0.20322,0,
C02057,F,Sudeste,26-40,1586.36,538,0,0,0.07786,0,0.236287,0,
C02058,F,Sudeste,41-60,4433.68,579,131,0,0.462517,0,0.295813,0,
C02059,F,Sul,26-40,4158.07,599,16,0,0.268261,0,0.539663,1,
C02060,M,Norte,26-40,2737.51,652,66,0,0.591377,1,0.674325,1,
C02061,F,Sul,26-40,2622.1,611,59,1,0.368437,0,0.476424,0,
C02062,M,Sudeste,26-40,2102.75,441,104,0,0.083109,0,0.058599,0,
C02063,F,Nordeste,41-60,2411.89,481,59,0,0.14925,0,0.202708,0,
C02064,M,Nordeste,26-40,2646.7,756,91,1,0.835741,1,0.837263,1,
C02065,F,Sudeste,26-40,5424.2,720,16,1,0.649296,1,0.865734,1,
C02066,F,Centro-Oeste,41-60,2333.68,501,130,0,0.442892,0,0.273277,0,
C02067,M,Centro-Oeste,60+,4134.5,678,191,0,0.960191,1,0.833083,1,
C02068,M,Sudeste,26-40,1152.15,428,0,0,0.016273,0,0.052757,0,
C02069,M,Sul,26-40,3451.66,566,35,1,0.199161,0,0.362583,0,
C02070,F,Sul,41-60,5984.82,653,28,0,0.494082,0,0.732732,1,
C02071,M,Sul,41-60,2332.53,496,145,1,0.393377,0,0.194284,0,
C02072,M,Sudeste,26-40,1402.21,662,84,0,0.492426,0,0.49675,0,
C02073,M,Sudeste,26-40,3948.53,651,96,1,0.759075,1,0.743094,1,
C02074,M,Nordeste,26-40,1500.77,501,68,0,0.115516,0,0.137055,0,
C02075,F,Nordeste,26-40,1627.79,684,25,0,0.377931,0,0.617737,1,
C02076,M,Sudeste,60+,4506.4,674,213,1,0.942426,1,0.695623,1,
C02077,M,Sudeste,18-25,1000.0,652,18,0,0.103727,0,0.235553,0,
C02078,F,Nordeste,26-40,4303.54,721,90,1,0.820964,1,0.828623,1,
C02079,M,Sudeste,60+,2393.45,508,244,1,0.731286,1,0.16785,0,
C02080,F,Sudeste,26-40,3636.91,629,9,1,0.339412,0,0.648123,1,
C02081,F,Nordeste,26-40,3501.25,646,36,1,0.379196,0,0.589146,1,
C02082,F,Norte,26-40,3546.28,568,35,0,0.224477,0,0.399167,0,
C02083,M,Sudeste,41-60,3381.91,718,199,0,0.967925,1,0.846435,1,
C02084,F,Sudeste,26-40,2783.73,508,30,0,0.040822,0,0.087152,0,
C02085,F,Sudeste,26-40,1591.6,485,5,0,0.075737,0,0.212645,0,
C02086,F,Nordeste,18-25,1931.08,608,26,1,0.188624,0,0.372912,0,
C02087,M,Sudeste,41-60,25447.36,795,190,1,0.996236,1,0.985823,1,
C02088,M,Nordeste,26-40,5394.64,562,12,0,0.154822,0,0.373631,0,
C02089,M,Sudeste,41-60,3989.69,707,172,1,0.830768,1,0.569235,1,
C02090,M,Sudeste,41-60,4525.79,786,243,1,0.994045,1,0.941574,1,
C02091,F,Sul,41-60,3216.46,708,163,1,0.905096,1,0.753389,1,
C02092,F,Sudeste,18-25,2976.75,636,7,1,0.321145,0,0.63308,1,
C02093,M,Sudeste,26-40,4655.24,868,99,1,0.966279,1,0.966013,1,
C02094,M,Sudeste,26-40,4483.46,558,0,0,0.271642,0,0.602538,1,
C02095,M,Nordeste,41-60,2204.62,479,84,0,0.156689,0,0.145801,0,
C02096,F,Nordeste,41-60,3589.31,621,92,1,0.629045,1,0.618287,1,
C02097,F,Sudeste,26-40,3435.96,524,8,0,0.135045,0,0.349121,0,
C02098,F,Nordeste,41-60,4118.02,673,147,1,0.886419,1,0.763994,1,
C02099,F,Sul,41-60,2165.14,441,131,0,0.228338,0,0.117179,0,
C02100,M,Nordeste,26-40,2540.34,660,49,1,0.449194,0,0.603809,1,
C02101,M,Nordeste,41-60,3450.34,652,183,1,0.857853,1,0.567004,1,
C02102,M,Sudeste,26-40,7976.12,644,123,1,0.919501,1,0.878824,1,
C02103,F,Sudeste,26-40,3402.89,604,16,0,0.291651,0,0.564527,1,
C02104,F,Sudeste,41-60,7981.01,775,136,1,0.979094,1,0.962765,1,
C02105,F,Nordeste,26-40,3137.1,564,71,0,0.331299,0,0.387954,0,
C02106,F,Sudeste,41-60,4193.83,647,130,1,0.820981,1,0.711213,1,
C02107,F,Centro-Oeste,26-40,3431.82,667,30,1,0.278062,0,0.488349,0,
C02108,F,Sudeste,41-60,3913.19,544,114,1,0.571879,1,0.465857,0,
C02109,F,Nordeste,26-40,4074.66,638,66,1,0.586538,1,0.676238,1,
C02110,F,Nordeste,18-25,1206.81,640,44,1,0.269766,0,0.40894,0,
C02111,M,Sudeste,41-60,2306.43,582,110,1,0.486301,0,0.390323,0,
C02112,M,Sudeste,26-40,2240.87,570,63,0,0.250769,0,0.321169,0,
C02113,F,Nordeste,41-60,3295.64,563,65,0,0.189908,0,0.239568,0,
C02114,F,Sudeste,41-60,2224.21,578,101,1,0.527528,1,0.464216,0,
C02115,M,Sudeste,26-40,1591.9,499,66,0,0.140207,0,0.170526,0,
C02116,F,Sudeste,41-60,3129.94,744,123,1,0.950959,1,0.922518,1,
C02117,F,Nordeste,26-40,11803.74,625,88,1,0.840917,1,0.857167,1,
C02118,F,Nordeste,18-25,1200.56,615,3,1,0.150914,0,0.38641,0,
C02119,F,Sudeste,26-40,2853.21,600,66,0,0.436904,0,0.520425,1,
C02120,M,Sudeste,60+,1791.66,552,189,0,0.588923,1,0.202068,0,
C02121,M,Norte,18-25,1648.59,676,49,1,0.305396,0,0.443428,0,
C02122,M,Sudeste,41-60,3241.97,503,143,0,0.364714,0,0.178098,0,
C02123,F,Centro-Oeste,26-40,2798.82,416,20,0,0.036575,0,0.091065,0,
C02124,M,Centro-Oeste,41-60,3708.54,579,163,0,0.757015,1,0.486333,0,
C02125,M,Sudeste,41-60,1787.59,447,117,0,0.096395,0,0.053068,0,
C02126,F,Sudeste,18-25,1070.74,556,0,0,0.08232,0,0.242531,0,
C02127,M,Nordeste,26-40,1651.76,583,78,1,0.277894,0,0.295721,0,
C02128,M,Nordeste,18-25,3298.73,752,9,1,0.715764,1,0.904987,1,
C02129,M,Norte,18-25,1586.0,614,28,0,0.101565,0,0.207979,0,
C02130,M,Nordeste,41-60,4325.3,601,143,1,0.872338,1,0.7452,1,
C02131,F,Sudeste,26-40,2303.34,404,0,0,0.021806,0,0.073146,0,
C02132,M,Sul,41-60,5458.33,674,171,1,0.940117,1,0.820334,1,
C02133,M,Nordeste,60+,3422.78,517,204,1,0.595232,1,0.175834,0,
C02134,M,Sul,41-60,2797.8,535,174,0,0.525808,1,0.204235,0,
C02135,F,Nordeste,41-60,4512.12,485,51,0,0.105844,0,0.164178,0,
C02136,F,Nordeste,26-40,3013.31,555,0,0,0.068855,0,0.21596,0,
C02137,M,Nordeste,41-60,1359.72,481,130,0,0.181547,0,0.090026,0,
C02138,M,Nordeste,18-25,1714.31,613,34,0,0.156886,0,0.283431,0,
C02139,F,Sudeste,60+,2390.91,604,168,0,0.804613,1,0.529496,1,
C02140,F,Sudeste,26-40,5067.2,663,116,1,0.881462,1,0.836441,1,
C02141,M,Sudeste,26-40,4188.24,506,47,0,0.255473,0,0.390372,0,
C02142,M,Nordeste,41-60,5964.87,780,187,1,0.983699,1,0.935412,1,
C02143,F,Nordeste,26-40,2058.08,530,21,1,0.113463,0,0.255192,0,
C02144,F,Sudeste,41-60,7985.69,825,153,1,0.976534,1,0.944803,1,
C02145,F,Nordeste,26-40,1941.19,427,35,0,0.011277,0,0.021485,0,
C02146,M,Sudeste,60+,4107.25,613,187,1,0.903,1,0.664964,1,
C02147,M,Sudeste,41-60,3550.39,635,163,0,0.847259,1,0.633371,1,
C02148,F,Sudeste,26-40,4648.58,633,46,0,0.604167,1,0.757032,1,
C02149,F,Nordeste,26-40,4574.99,655,46,1,0.625266,1,0.774746,1,
C02150,F,Sudeste,26-40,9565.19,757,52,1,0.920669,1,0.960751,1,
C02151,M,Norte,41-60,4970.85,783,214,1,0.988457,1,0.929532,1,
C02152,M,Nordeste,18-25,1053.44,752,46,1,0.472043,0,0.629106,1,
C02153,F,Nordeste,41-60,8843.37,851,160,1,0.993645,1,0.984093,1,
C02154,F,Nordeste,26-40,1729.65,589,37,0,0.094029,0,0.172171,0,
C02155,F,Nordeste,18-25,3086.08,713,0,1,0.472232,0,0.791867,1,
C02156,F,Nordeste,41-60,3170.37,590,163,1,0.86414,1,0.657125,1,
C02157,F,Norte,26-40,4110.0,534,104,0,0.404751,0,0.330935,0,
C02158,M,Nordeste,41-60,4108.02,707,141,0,0.923796,1,0.849075,1,
C02159,F,Nordeste,18-25,1452.96,467,0,0,0.009001,0,0.029407,0,
C02160,F,Nordeste,18-25,1359.96,538,1,1,0.068252,0,0.206696,0,
C02161,F,Sudeste,18-25,1994.05,649,7,1,0.360348,0,0.666107,1,
C02162,F,Centro-Oeste,26-40,1471.4,655,67,0,0.357574,0,0.426041,0,
C02163,F,Centro-Oeste,18-25,1568.12,535,0,0,0.078895,0,0.238416,0,
C02164,F,Sul,26-40,1597.69,520,18,0,0.035837,0,0.088039,0,
C02165,F,Sul,26-40,4149.33,700,0,1,0.302646,0,0.65311,1,
C02166,M,Nordeste,18-25,3119.35,639,0,0,0.34827,0,0.686574,1,
C02167,M,Sul,18-25,1678.39,601,25,0,0.086513,0,0.187239,0,
C02168,M,Nordeste,26-40,1412.45,448,24,0,0.0112,0,0.024867,0,
C02169,M,Sudeste,41-60,6978.57,688,129,1,0.952736,1,0.921608,1,
C02170,F,Sudeste,41-60,2695.36,485,69,0,0.131976,0,0.153264,0,
C02171,F,Sul,26-40,1740.51,612,48,1,0.256552,0,0.381962,0,
C02172,M,Nordeste,26-40,2608.34,623,3,1,0.116993,0,0.324699,0,
C02173,F,Sudeste,26-40,3409.73,527,21,0,0.188439,0,0.393766,0,
C02174,F,Nordeste,41-60,2377.33,385,78,0,0.030004,0,0.029128,0,
C02175,M,Sudeste,18-25,1000.0,474,0,0,0.010404,0,0.032911,0,
C02176,M,Sudeste,41-60,5007.04,716,167,1,0.981667,1,0.943883,1,
C02177,M,Nordeste,26-40,5067.35,672,67,1,0.683145,1,0.764254,1,
C02178,M,Sudeste,18-25,2807.3,656,43,0,0.359936,0,0.537888,1,
C02179,F,Norte,41-60,2184.43,572,156,0,0.508609,1,0.241084,0,
C02180,M,Centro-Oeste,26-40,3078.38,599,8,0,0.238959,0,0.525964,1,
C02181,F,Norte,41-60,8219.97,681,77,1,0.731451,1,0.77718,1,
C02182,M,Sul,41-60,4646.9,677,182,1,0.873629,1,0.613222,1,
C02183,M,Sudeste,41-60,1927.14,564,162,0,0.773826,1,0.497072,0,
C02184,M,Sudeste,41-60,5226.41,697,202,1,0.97534,1,0.876356,1,
C02185,F,Nordeste,41-60,7070.47,719,138,1,0.964839,1,0.933821,1,
C02186,M,Nordeste,26-40,2296.86,612,29,0,0.28907,0,0.502341,1,
C02187,M,Nordeste,41-60,2335.8,598,161,0,0.602657,1,0.304755,0,
C02188,F,Nordeste,26-40,8262.6,763,67,1,0.913659,1,0.945693,1,
C02189,M,Nordeste,41-60,5950.23,763,171,1,0.980596,1,0.939381,1,
C02190,F,Centro-Oeste,26-40,2264.92,740,59,1,0.672291,1,0.771255,1,
C02191,M,Nordeste,26-40,4928.33,625,98,1,0.699212,1,0.675478,1,
C02192,M,Centro-Oeste,41-60,9340.12,751,122,1,0.965002,1,0.95012,1,
C02193,F,Nordeste,18-25,2053.98,601,0,1,0.16611,0,0.43547,0,
C02194,M,Sudeste,41-60,3953.14,502,180,1,0.648874,1,0.293154,0,
C02195,M,Nordeste,18-25,1009.67,560,0,0,0.024052,0,0.076982,0,
C02196,F,Nordeste,26-40,2654.6,587,42,1,0.252967,0,0.406233,0,
C02197,M,Sudeste,18-25,1814.89,609,12,0,0.148251,0,0.356167,0,
C02198,M,Sudeste,26-40,4972.21,549,56,1,0.176862,0,0.255512,0,
C02199,M,Centro-Oeste,60+,2632.39,664,230,0,0.941565,1,0.631227,1,
C02200,F,Sudeste,41-60,5122.5,636,148,1,0.859293,1,0.713911,1,
C02201,M,Sudeste,26-40,1889.9,754,72,1,0.723588,1,0.7762,1,
C02202,F,Sudeste,26-40,2535.12,503,28,0,0.12608,0,0.257812,0,
C02203,M,Sudeste,18-25,1757.99,630,14,0,0.261581,0,0.523639,1,
C02204,F,Sudeste,60+,3512.83,615,140,1,0.783482,1,0.616197,1,
C02205,F,Sudeste,41-60,2583.67,576,164,1,0.80297,1,0.540898,1,
C02206,M,Sudeste,18-25,1000.0,674,18,1,0.148432,0,0.330369,0,
C02207,M,Nordeste,18-25,2137.54,771,44,1,0.75306,1,0.865348,1,
C02208,M,Nordeste,26-40,5921.58,712,100,1,0.828306,1,0.8164,1,
C02209,M,Norte,26-40,1367.41,556,45,1,0.152935,0,0.243873,0,
C02210,F,Sudeste,41-60,1535.98,307,71,0,0.012835,0,0.012855,0,
C02211,F,Centro-Oeste,60+,1680.7,584,101,1,0.507026,1,0.438393,0,
C02212,F,Sudeste,60+,2122.59,593,158,0,0.605546,1,0.315134,0,
C02213,M,Nordeste,18-25,4096.58,784,38,1,0.814031,1,0.915465,1,
C02214,F,Sudeste,26-40,4923.95,783,29,0,0.81408,1,0.927,1,
C02215,F,Sudeste,26-40,3975.99,533,0,1,0.176968,0,0.460539,0,
C02216,F,Nordeste,26-40,3749.8,684,57,1,0.603382,1,0.724151,1,
C02217,M,Sudeste,26-40,2918.49,523,79,0,0.099621,0,0.103462,0,
C02218,F,Centro-Oeste,18-25,1371.56,525,0,0,0.045196,0,0.145349,0,
C02219,F,Sul,26-40,2294.98,695,71,0,0.754458,1,0.803336,1,
C02220,M,Sul,26-40,2286.66,694,81,1,0.63039,1,0.659055,1,
C02221,M,Sudeste,26-40,1401.46,491,47,0,0.027595,0,0.043337,0,
C02222,M,Nordeste,26-40,2870.13,544,31,0,0.147485,0,0.290824,0,
C02223,M,Centro-Oeste,18-25,1291.15,655,13,0,0.211835,0,0.454939,0,
C02224,F,Nordeste,41-60,6801.6,722,129,1,0.958848,1,0.932404,1,
C02225,M,Sudeste,60+,2096.96,587,168,0,0.61854,1,0.292277,0,
